Ind1,Ind2,R,LnL(R),,U,HS,FS,PO
M19_KNP,M11_KNP,U,-48.32,,-,0.95,3.01,9999
M19_KNP,M12_KNP,U,-50.47,,-,1.93,6.13,9999
M19_KNP,M13_KNP,U,-48.39,,-,2.26,6.57,9999
M19_KNP,M14_KNP,U,-58.87,,-,1.84,6.1,9999
M19_KNP,M15_KNP,U,-55.32,,-,1.9,5.27,9999
M19_KNP,M16_KNP,U,-49.93,,-,2.56,7.16,9999
M19_KNP,M17_KNP,U,-49.96,,-,2.85,7.67,9999
M19_KNP,M18_KNP,U,-46.78,,-,2.03,5.18,9999
M20_KNP,F13_KNP,U,-54.62,,-,4.32,9.79,9999
M20_KNP,F14_KNP,U,-53.1,,-,0.31,3.15,9999
M20_KNP,F15_KNP,U,-57.37,,-,5.46,12.33,9999
M20_KNP,F16_KNP,PO,-45.47,,3.13,1.01,1.8,-
M20_KNP,F17_KNP,HS,-60.08,,0.5,-,0.46,9999
M20_KNP,F18_KNP,PO,-55.14,,4,1.18,1.58,-
M20_KNP,F19_KNP,HS,-53.81,,1.07,-,0.45,9999
M20_KNP,F20_KNP,U,-55.59,,-,3.07,7.4,9999
M20_KNP,F21_KNP,U,-55.03,,-,0.94,5.47,9999
M20_KNP,F22_KNP,U,-57.3,,-,1.31,4.72,9999
M20_KNP,F23_KNP,HS,-51.89,,1.25,-,1.71,9999
M20_KNP,F24_KNP,U,-62.61,,-,0.97,4.94,9999
M20_KNP,F25_KNP,U,-50.46,,-,2.81,7.65,9999
M20_KNP,F26_KNP,U,-62.26,,-,2.91,8.28,9999
M20_KNP,F27_KNP,U,-54.27,,-,1.06,4.66,9999
M20_KNP,F28_KNP,U,-51.45,,-,2.19,6.84,9999
M20_KNP,F29_KNP,U,-51.28,,-,3.27,8.26,9999
M20_KNP,F30_KNP,U,-60.49,,-,2.3,6.75,9999
M20_KNP,F31_KNP,U,-59.96,,-,3.5,8.61,9999
M20_KNP,F32_KNP,U,-54.18,,-,4.49,10.07,9999
M20_KNP,F33_KNP,U,-63.29,,-,3.56,8.09,9999
M20_KNP,F34_KNP,U,-60.12,,-,2.81,6.94,9999
M20_KNP,F35_KNP,U,-52.31,,-,1.55,5.27,9999
M20_KNP,F36_KNP,U,-50.36,,-,1.42,5.14,9999
M20_KNP,F37_KNP,U,-58.95,,-,2.16,6.81,9999
M20_KNP,F38_KNP,U,-48.06,,-,2.53,7.25,9999
M20_KNP,F40_KNP,U,-46.54,,-,2.21,6.21,9999
M20_KNP,F41_KNP,U,-52.75,,-,0.37,3,9999
M20_KNP,F42_KNP,U,-48.09,,-,1.95,6.5,9999
M20_KNP,F43_KNP,U,-48.41,,-,3.11,8.16,9999
M20_KNP,F44_KNP,U,-57.94,,-,4.66,10.88,9999
M20_KNP,F45_KNP,U,-48.81,,-,1.85,5.64,9999
M20_KNP,F46_KNP,U,-56.05,,-,3.34,8.43,9999
M20_KNP,F47_KNP,U,-51.63,,-,3.09,8.2,9999
M20_KNP,F48_KNP,U,-57.01,,-,3.92,9.33,9999
M20_KNP,F49_KNP,U,-59.55,,-,3.91,9.94,9999
M20_KNP,F50_KNP,HS,-55.51,,0.37,-,3.02,9999
M20_KNP,F51_KNP,HS,-61.73,,0.6,-,2.33,9999
M20_KNP,M33_KNP,U,-56.14,,-,0.71,3.93,9999
M20_KNP,M34_KNP,U,-64.93,,-,3.25,7.98,9999
M20_KNP,M35_KNP,U,-50.21,,-,1.35,4.13,9999
M20_KNP,M37_KNP,U,-60.31,,-,1.95,7.27,9999
M20_KNP,M38_KNP,HS,-52.28,,1.46,-,0.69,9999
M20_KNP,M39_KNP,U,-53.71,,-,3.96,9.31,9999
M20_KNP,M40_KNP,U,-60.07,,-,2.5,6.07,9999
M20_KNP,M41_KNP,U,-60.61,,-,1.29,4.04,9999
M20_KNP,M42_KNP,U,-58.28,,-,1.97,6.12,9999
M20_KNP,M43_KNP,U,-58.2,,-,2.39,6.57,9999
M20_KNP,M44_KNP,U,-58.52,,-,2.67,6.89,9999
M20_KNP,M45_KNP,U,-60.79,,-,1.86,5.17,9999
M20_KNP,M46_KNP,U,-58.47,,-,0.18,3.59,9999
M20_KNP,M47_KNP,U,-61.18,,-,4.57,9.97,9999
M20_KNP,M48_KNP,U,-59.13,,-,4.98,10.95,9999
M20_KNP,M49_KNP,U,-51.18,,-,2.35,6.48,9999
M20_KNP,M50_KNP,U,-65.7,,-,4.52,11.06,9999
M20_KNP,M51_KNP,HS,-49.67,,0.29,-,2,9999
M20_KNP,M53_KNP,U,-58.83,,-,4.09,9.27,9999
M20_KNP,M54_KNP,U,-49.75,,-,1.43,5.8,9999
M20_KNP,M55_KNP,U,-59.03,,-,2.21,6.21,9999
M20_KNP,M56_KNP,U,-48.1,,-,0.65,3.17,9999
M20_KNP,M57_KNP,U,-52.13,,-,0.93,2.66,9999
M20_KNP,M58_KNP,PO,-57.53,,0.78,0.01,3.05,-
M20_KNP,M61_KNP,U,-61.36,,-,4.31,9.58,9999
M20_KNP,M62_KNP,HS,-53.79,,0.2,-,2.34,9999
M20_KNP,M63_KNP,U,-78.7,,-,1.48,5.48,9999
M20_KNP,M65_KNP,U,-60.5,,-,2.74,6.93,9999
M20_KNP,M66_KNP,U,-55.91,,-,5.25,11.26,9999
M20_KNP,M67_KNP,HS,-57.64,,0.4,-,3.45,9999
M20_KNP,M68_KNP,U,-57.71,,-,4.87,11.38,9999
M20_KNP,M69_KNP,U,-48.14,,-,3.48,8.9,9999
M20_KNP,M70_KNP,HS,-57.99,,0.61,-,2.35,9999
M20_KNP,M73_KNP,U,-57.14,,-,4.34,9.95,9999
M20_KNP,M1_KNP,U,-52.16,,-,2.15,5.97,9999
M20_KNP,M2_KNP,U,-52.29,,-,2.08,6.85,9999
M20_KNP,M3_KNP,U,-59.28,,-,2.16,6.6,9999
M20_KNP,M4_KNP,U,-55.92,,-,3.11,7.6,9999
M20_KNP,M5_KNP,HS,-54.19,,0.5,-,3.68,9999
M20_KNP,M6_KNP,U,-59.55,,-,4.08,9.55,9999
M20_KNP,M7_KNP,U,-53.8,,-,2.38,6.65,9999
M20_KNP,M8_KNP,U,-67.97,,-,2.92,7.92,9999
M20_KNP,M9_KNP,U,-59.78,,-,0.05,1.84,9999
M20_KNP,M10_KNP,U,-57.11,,-,3.81,9.14,9999
M20_KNP,M11_KNP,U,-52.26,,-,0.06,2.63,9999
M20_KNP,M12_KNP,U,-54.41,,-,4.77,11.22,9999
M20_KNP,M13_KNP,U,-52.33,,-,1.66,5.86,9999
M20_KNP,M14_KNP,U,-62.81,,-,1.2,4.45,9999
M20_KNP,M15_KNP,HS,-57.51,,1.75,-,1.08,9999
M20_KNP,M16_KNP,U,-53.87,,-,2.65,7.98,9999
M20_KNP,M17_KNP,U,-53.9,,-,2.77,7.02,9999
M20_KNP,M18_KNP,U,-50.72,,-,2.23,7.2,9999
M20_KNP,M19_KNP,U,-59.46,,-,0.83,4.51,9999
M21_KNP,F13_KNP,U,-39.93,,-,2.01,5.85,9999
M21_KNP,F14_KNP,HS,-38.39,,0.02,-,0.94,9999
M21_KNP,F15_KNP,HS,-42.12,,0.56,-,0.87,9999
M21_KNP,F16_KNP,PO,-32.52,,1.4,0.43,0.67,-
M21_KNP,F17_KNP,U,-45.89,,-,2.86,6.8,9999
M21_KNP,F18_KNP,U,-44.45,,-,1.26,3.89,9999
M21_KNP,F19_KNP,U,-40.19,,-,0.36,2.59,9999
M21_KNP,F20_KNP,HS,-39.41,,1.49,-,0.94,9999
M21_KNP,F21_KNP,PO,-37.49,,2.86,0.96,0.93,-
M21_KNP,F22_KNP,U,-42.61,,-,0.87,3.18,9999
M21_KNP,F23_KNP,U,-38.44,,-,0.5,3.06,1.9
M21_KNP,F24_KNP,U,-47.92,,-,2.64,6.26,9999
M21_KNP,F25_KNP,PO,-34.32,,1.45,0.53,0.65,-
M21_KNP,F26_KNP,U,-47.57,,-,4.7,10.96,9999
M21_KNP,F27_KNP,U,-39.58,,-,1.76,5.56,9999
M21_KNP,F28_KNP,PO,-31.95,,4.81,2.02,1.16,-
M21_KNP,F29_KNP,U,-36.59,,-,1.47,3.11,9999
M21_KNP,F30_KNP,U,-45.8,,-,0.65,2.26,9999
M21_KNP,F31_KNP,U,-45.27,,-,0.29,1.93,9999
M21_KNP,F32_KNP,FS,-38.4,,1.09,0.08,-,9999
M21_KNP,F33_KNP,U,-48.6,,-,2.14,6.14,9999
M21_KNP,F34_KNP,U,-45.43,,-,0,0.94,9999
M21_KNP,F35_KNP,U,-37.62,,-,0.56,1.79,9999
M21_KNP,F36_KNP,FS,-33.77,,1.9,0.66,-,9999
M21_KNP,F37_KNP,U,-44.57,,-,2.48,6.63,9999
M21_KNP,F38_KNP,PO,-31.45,,1.93,0.84,1.25,-
M21_KNP,F40_KNP,PO,-31.05,,0.8,0.25,0.92,-
M21_KNP,F41_KNP,U,-38.06,,-,1.37,3.67,9999
M21_KNP,F42_KNP,PO,-32.77,,0.62,0.17,2.22,-
M21_KNP,F43_KNP,PO,-31.74,,1.99,0.64,0.37,-
M21_KNP,F44_KNP,U,-43.25,,-,0.74,3.36,9999
M21_KNP,F45_KNP,PO,-32.83,,1.29,0.47,1.67,-
M21_KNP,F46_KNP,U,-41.36,,-,1.77,4.66,9999
M21_KNP,F47_KNP,FS,-35,,1.94,0.64,-,0.09
M21_KNP,F48_KNP,PO,-40.83,,1.49,0.31,1.18,-
M21_KNP,F49_KNP,U,-44.86,,-,1.52,4.96,9999
M21_KNP,F50_KNP,PO,-37.84,,3.35,1.18,1.48,-
M21_KNP,F51_KNP,U,-47.63,,-,2.73,7.52,9999
M21_KNP,M33_KNP,U,-41.45,,-,1.4,5.14,9999
M21_KNP,M34_KNP,U,-50.24,,-,0.34,2.42,9999
M21_KNP,M35_KNP,PO,-33.55,,1.97,0.66,1.22,-
M21_KNP,M37_KNP,U,-45.62,,-,3.7,8.63,9999
M21_KNP,M38_KNP,U,-39.05,,-,0.82,3.77,9999
M21_KNP,M39_KNP,U,-39.02,,-,1.27,4.93,9999
M21_KNP,M40_KNP,U,-45.38,,-,0.89,3.91,9999
M21_KNP,M41_KNP,U,-45.92,,-,0.17,1.87,9999
M21_KNP,M42_KNP,U,-43.59,,-,0.21,2.99,9999
M21_KNP,M43_KNP,HS,-43.42,,0.09,-,2.88,9999
M21_KNP,M44_KNP,U,-43.83,,-,0.2,2.32,9999
M21_KNP,M45_KNP,U,-46.1,,-,1.57,4.34,9999
M21_KNP,M46_KNP,U,-43.78,,-,1.83,5.35,9999
M21_KNP,M47_KNP,HS,-44.7,,1.79,-,1.9,9999
M21_KNP,M48_KNP,U,-44.44,,-,0.02,1.66,0.81
M21_KNP,M49_KNP,FS,-31.15,,5.34,2.5,-,0.6
M21_KNP,M50_KNP,U,-51.01,,-,0.75,2.46,9999
M21_KNP,M51_KNP,PO,-32.47,,2.8,1.06,1.33,-
M21_KNP,M53_KNP,U,-44.14,,-,1.61,5.22,9999
M21_KNP,M54_KNP,PO,-33.39,,1.68,0.55,1.73,-
M21_KNP,M55_KNP,U,-44.34,,-,0.18,1.99,9999
M21_KNP,M56_KNP,PO,-32.34,,1.07,0.39,0.96,-
M21_KNP,M57_KNP,U,-37.44,,-,0.14,1.4,9999
M21_KNP,M58_KNP,PO,-40.85,,2.77,1.1,1.94,-
M21_KNP,M61_KNP,U,-46.67,,-,1.97,5.12,9999
M21_KNP,M62_KNP,HS,-38.8,,0.5,-,1.34,0.32
M21_KNP,M63_KNP,U,-64.01,,-,3.78,9.18,9999
M21_KNP,M65_KNP,U,-45.81,,-,2.91,6.77,9999
M21_KNP,M66_KNP,U,-41.22,,-,1.36,4.63,9999
M21_KNP,M67_KNP,HS,-42.79,,0.56,-,1.99,0.51
M21_KNP,M68_KNP,U,-43.02,,-,1.11,4.81,9999
M21_KNP,M69_KNP,U,-33.77,,-,0.99,3.12,9999
M21_KNP,M70_KNP,U,-43.91,,-,0.9,2.47,9999
M21_KNP,M73_KNP,U,-42.45,,-,1.49,4.56,9999
M21_KNP,M1_KNP,U,-37.47,,-,1.47,4.51,9999
M21_KNP,M2_KNP,HS,-37.03,,0.56,-,0.96,9999
M21_KNP,M3_KNP,HS,-43.46,,1.13,-,1.77,9999
M21_KNP,M4_KNP,U,-41.23,,-,2.16,5.5,9999
M21_KNP,M5_KNP,U,-40,,-,0.5,2.9,9999
M21_KNP,M6_KNP,U,-44.86,,-,2.24,5.27,9999
M21_KNP,M7_KNP,U,-39.11,,-,1.72,5.73,9999
M21_KNP,M8_KNP,U,-53.28,,-,2.41,6.52,9999
M21_KNP,M9_KNP,U,-45.09,,-,0.45,3.15,9999
M21_KNP,M10_KNP,U,-42.42,,-,1.13,3.29,9999
M21_KNP,M11_KNP,U,-37.57,,-,0.06,1.24,0.92
M21_KNP,M12_KNP,U,-39.72,,-,1.67,4.66,9999
M21_KNP,M13_KNP,U,-37.64,,-,1.21,3.92,9999
M21_KNP,M14_KNP,U,-48.12,,-,2.88,7.88,9999
M21_KNP,M15_KNP,U,-44.57,,-,0.81,3.69,9999
M21_KNP,M16_KNP,U,-39.18,,-,0.74,4.64,9999
M21_KNP,M17_KNP,U,-39.21,,-,0.68,3.47,9999
M21_KNP,M18_KNP,FS,-31.3,,4.73,2.32,-,1
M21_KNP,M19_KNP,U,-44.77,,-,0.86,2.37,9999
M21_KNP,M20_KNP,U,-48.71,,-,1.48,5.1,9999
M22_KNP,F13_KNP,U,-53.49,,-,2.3,7.07,9999
M22_KNP,F14_KNP,U,-51.97,,-,1.85,6.14,9999
M22_KNP,F15_KNP,U,-56.24,,-,4.08,9.45,9999
M22_KNP,F16_KNP,HS,-45.74,,1.73,-,0.16,9999
M22_KNP,F17_KNP,FS,-57.23,,2.22,0.02,-,9999
M22_KNP,F18_KNP,U,-58.01,,-,1.75,4.84,9999
M22_KNP,F19_KNP,HS,-52.98,,0.76,-,3.67,9999
M22_KNP,F20_KNP,U,-54.46,,-,4.25,9.79,9999
M22_KNP,F21_KNP,U,-53.9,,-,2.93,7.86,9999
M22_KNP,F22_KNP,U,-56.17,,-,2.83,7.46,9999
M22_KNP,F23_KNP,HS,-50.9,,1.1,-,0.38,9999
M22_KNP,F24_KNP,U,-61.48,,-,1.95,6.06,9999
M22_KNP,F25_KNP,HS,-48.88,,0.45,-,3.08,9999
M22_KNP,F26_KNP,U,-61.13,,-,4.2,9.81,9999
M22_KNP,F27_KNP,U,-53.14,,-,3.02,8.57,9999
M22_KNP,F28_KNP,U,-50.32,,-,0.63,2.73,9999
M22_KNP,F29_KNP,U,-50.15,,-,0.76,4.48,9999
M22_KNP,F30_KNP,U,-59.36,,-,1.74,5.67,9999
M22_KNP,F31_KNP,U,-58.83,,-,3.05,8.31,9999
M22_KNP,F32_KNP,U,-53.05,,-,2.41,6.89,9999
M22_KNP,F33_KNP,U,-62.16,,-,3.92,9.97,9999
M22_KNP,F34_KNP,U,-58.99,,-,4.88,11.26,9999
M22_KNP,F35_KNP,U,-51.18,,-,1.04,4.78,9999
M22_KNP,F36_KNP,U,-49.23,,-,2.14,5.09,9999
M22_KNP,F37_KNP,U,-57.39,,-,2.21,7,9999
M22_KNP,F38_KNP,U,-46.93,,-,0.97,3.9,9999
M22_KNP,F40_KNP,HS,-45.01,,0.39,-,2.67,9999
M22_KNP,F41_KNP,U,-51.62,,-,0.75,2.9,9999
M22_KNP,F42_KNP,HS,-46.49,,0.47,-,1.49,9999
M22_KNP,F43_KNP,U,-47.28,,-,2.03,5.45,9999
M22_KNP,F44_KNP,U,-56.81,,-,2.88,7.2,9999
M22_KNP,F45_KNP,U,-47.68,,-,0.46,2.5,9999
M22_KNP,F46_KNP,U,-54.92,,-,3.11,7.7,9999
M22_KNP,F47_KNP,U,-50.5,,-,3.24,7.63,9999
M22_KNP,F48_KNP,U,-55.88,,-,4.07,9.38,9999
M22_KNP,F49_KNP,U,-58.41,,-,0.66,3.48,9999
M22_KNP,F50_KNP,U,-54.75,,-,2.03,6.21,9999
M22_KNP,F51_KNP,U,-61.19,,-,0.2,3.35,9999
M22_KNP,M33_KNP,HS,-53.15,,1.86,-,1.85,9999
M22_KNP,M34_KNP,U,-63.8,,-,3.31,8.29,9999
M22_KNP,M35_KNP,U,-49.08,,-,1.97,5.17,9999
M22_KNP,M37_KNP,U,-59.18,,-,1.19,4.7,9999
M22_KNP,M38_KNP,U,-52.61,,-,1.41,3.69,9999
M22_KNP,M39_KNP,U,-52.58,,-,2.29,6.25,9999
M22_KNP,M40_KNP,U,-58.94,,-,4.19,8.87,9999
M22_KNP,M41_KNP,U,-59.48,,-,3.19,8.47,9999
M22_KNP,M42_KNP,HS,-56.57,,0.58,-,3.42,9999
M22_KNP,M43_KNP,U,-57.07,,-,4.1,9.72,9999
M22_KNP,M44_KNP,FS,-55.06,,2.33,0.26,-,9999
M22_KNP,M45_KNP,U,-59.66,,-,1.04,2.81,9999
M22_KNP,M46_KNP,HS,-53.95,,3.39,-,1.2,9999
M22_KNP,M47_KNP,U,-60.05,,-,4.02,9.78,9999
M22_KNP,M48_KNP,HS,-55.86,,2.14,-,2.94,9999
M22_KNP,M49_KNP,U,-50.05,,-,2.02,5.87,9999
M22_KNP,M50_KNP,U,-64.57,,-,3.74,9.35,9999
M22_KNP,M51_KNP,U,-48.83,,-,1.57,4.71,9999
M22_KNP,M53_KNP,U,-57.7,,-,3.14,7.76,9999
M22_KNP,M54_KNP,U,-48.62,,-,1.55,4.65,9999
M22_KNP,M55_KNP,HS,-56.84,,1.07,-,3.24,9999
M22_KNP,M56_KNP,U,-46.97,,-,1.03,4.52,9999
M22_KNP,M57_KNP,U,-51,,-,1.38,4.21,9999
M22_KNP,M58_KNP,HS,-56.95,,0.22,-,3.7,9999
M22_KNP,M61_KNP,U,-60.23,,-,3.97,9.43,9999
M22_KNP,M62_KNP,U,-52.86,,-,0.23,0.32,9999
M22_KNP,M63_KNP,U,-77.57,,-,4.63,11.62,9999
M22_KNP,M65_KNP,U,-59.37,,-,1.8,5.65,9999
M22_KNP,M66_KNP,U,-54.78,,-,4.27,9.78,9999
M22_KNP,M67_KNP,U,-56.91,,-,4.94,11.45,9999
M22_KNP,M68_KNP,U,-56.58,,-,3.64,8.17,9999
M22_KNP,M69_KNP,U,-46.59,,-,1.97,5.81,9999
M22_KNP,M70_KNP,U,-57.47,,-,2.71,7.33,9999
M22_KNP,M73_KNP,U,-56.01,,-,4.19,9.48,9999
M22_KNP,M1_KNP,U,-51.03,,-,1.32,3.57,9999
M22_KNP,M2_KNP,U,-51.15,,-,3.15,7.07,9999
M22_KNP,M3_KNP,U,-58.15,,-,2.61,7.42,9999
M22_KNP,M4_KNP,U,-54.78,,-,1.36,4.54,9999
M22_KNP,M5_KNP,U,-53.56,,-,0.35,3.71,9999
M22_KNP,M6_KNP,U,-58.42,,-,2.67,7.76,9999
M22_KNP,M7_KNP,U,-52.67,,-,1.91,5.79,9999
M22_KNP,M8_KNP,U,-66.83,,-,2.8,6.56,9999
M22_KNP,M9_KNP,U,-58.65,,-,1.79,4.44,9999
M22_KNP,M10_KNP,U,-55.98,,-,3.13,7.95,9999
M22_KNP,M11_KNP,U,-51.13,,-,0.03,1.95,9999
M22_KNP,M12_KNP,U,-53.28,,-,2.3,7.07,9999
M22_KNP,M13_KNP,U,-51.2,,-,0.96,4.52,9999
M22_KNP,M14_KNP,U,-61.68,,-,0.35,3.31,9999
M22_KNP,M15_KNP,U,-58.13,,-,1.91,5.09,9999
M22_KNP,M16_KNP,U,-52.74,,-,2.15,6.47,9999
M22_KNP,M17_KNP,U,-52.77,,-,1.73,5.25,9999
M22_KNP,M18_KNP,U,-49.59,,-,1.56,5.6,9999
M22_KNP,M19_KNP,U,-58.33,,-,1.43,4.22,9999
M22_KNP,M20_KNP,HS,-61.56,,0.71,-,1.4,9999
M22_KNP,M21_KNP,U,-47.58,,-,2.92,7.28,9999
M23_KNP,F13_KNP,U,-51.03,,-,0.38,3.1,9999
M23_KNP,F14_KNP,U,-49.51,,-,2.77,7.57,9999
M23_KNP,F15_KNP,U,-53.78,,-,1.18,5.43,9999
M23_KNP,F16_KNP,HS,-43.63,,1.38,-,0.94,9999
M23_KNP,F17_KNP,HS,-56.69,,0.29,-,3.36,9999
M23_KNP,F18_KNP,U,-55.55,,-,1.59,5.21,9999
M23_KNP,F19_KNP,U,-51.28,,-,2.71,6.82,9999
M23_KNP,F20_KNP,U,-52,,-,2.51,7.49,9999
M23_KNP,F21_KNP,HS,-50.35,,1.09,-,0.54,9999
M23_KNP,F22_KNP,U,-53.71,,-,2.29,6.32,9999
M23_KNP,F23_KNP,HS,-48.78,,0.76,-,2.26,9999
M23_KNP,F24_KNP,U,-59.02,,-,1.26,5,9999
M23_KNP,F25_KNP,HS,-45.2,,1.67,-,2.71,9999
M23_KNP,F26_KNP,U,-58.67,,-,4.14,10.36,9999
M23_KNP,F27_KNP,U,-50.68,,-,2.88,8.33,9999
M23_KNP,F28_KNP,HS,-46.14,,1.72,-,0.45,9999
M23_KNP,F29_KNP,U,-47.69,,-,2.24,5.08,9999
M23_KNP,F30_KNP,U,-56.9,,-,0.85,3.97,9999
M23_KNP,F31_KNP,HS,-55.29,,1.08,-,2.4,9999
M23_KNP,F32_KNP,U,-50.59,,-,1.52,5.25,9999
M23_KNP,F33_KNP,U,-59.7,,-,4.79,11.42,9999
M23_KNP,F34_KNP,U,-56.53,,-,4.24,10.5,9999
M23_KNP,F35_KNP,U,-48.72,,-,3.13,7.42,9999
M23_KNP,F36_KNP,U,-46.77,,-,2.24,6.46,9999
M23_KNP,F37_KNP,U,-54.93,,-,1.31,4.76,9999
M23_KNP,F38_KNP,U,-44.47,,-,0.12,2.64,9999
M23_KNP,F40_KNP,U,-42.94,,-,0.75,2.93,9999
M23_KNP,F41_KNP,U,-49.16,,-,0.31,1.94,9999
M23_KNP,F42_KNP,U,-44.5,,-,0.09,1.93,9999
M23_KNP,F43_KNP,U,-44.82,,-,2.33,5.89,9999
M23_KNP,F44_KNP,U,-54.35,,-,3.13,7.59,9999
M23_KNP,F45_KNP,U,-45.22,,-,0.18,2.7,9999
M23_KNP,F46_KNP,U,-52.46,,-,3.56,8.44,9999
M23_KNP,F47_KNP,U,-48.04,,-,3.64,8.88,9999
M23_KNP,F48_KNP,U,-53.42,,-,0.47,3.56,9999
M23_KNP,F49_KNP,U,-55.95,,-,2.52,7.1,9999
M23_KNP,F50_KNP,U,-52.29,,-,0.44,2.6,9999
M23_KNP,F51_KNP,HS,-57.57,,1.17,-,1.73,9999
M23_KNP,M33_KNP,HS,-51.25,,1.3,-,1.53,9999
M23_KNP,M34_KNP,U,-61.34,,-,1.05,2.02,9999
M23_KNP,M35_KNP,U,-46.62,,-,1.94,4.69,9999
M23_KNP,M37_KNP,U,-56.72,,-,3.42,9.13,9999
M23_KNP,M38_KNP,U,-50.15,,-,1.07,5.06,9999
M23_KNP,M39_KNP,U,-50.12,,-,0.7,4.22,9999
M23_KNP,M40_KNP,U,-56.48,,-,3.71,9.4,9999
M23_KNP,M41_KNP,U,-57.02,,-,1.84,6.4,9999
M23_KNP,M42_KNP,U,-54.69,,-,2.06,5.88,9999
M23_KNP,M43_KNP,U,-54.61,,-,2.45,6.41,9999
M23_KNP,M44_KNP,FS,-52.33,,2.6,0.03,-,9999
M23_KNP,M45_KNP,U,-57.2,,-,3.25,8.38,9999
M23_KNP,M46_KNP,PO,-46.94,,7.94,2.82,2.66,-
M23_KNP,M47_KNP,U,-57.59,,-,0.1,3.34,9999
M23_KNP,M48_KNP,U,-55.54,,-,0.42,4.52,9999
M23_KNP,M49_KNP,U,-47.59,,-,0.63,3.04,9999
M23_KNP,M50_KNP,U,-62.11,,-,2.47,7.62,9999
M23_KNP,M51_KNP,U,-46.37,,-,2.36,6.61,9999
M23_KNP,M53_KNP,U,-55.24,,-,2.85,8.08,9999
M23_KNP,M54_KNP,U,-46.16,,-,0.96,3.13,9999
M23_KNP,M55_KNP,U,-55.44,,-,1.13,3.53,9999
M23_KNP,M56_KNP,HS,-44.09,,0.42,-,0.84,9999
M23_KNP,M57_KNP,HS,-48.19,,0.35,-,2.19,9999
M23_KNP,M58_KNP,U,-54.72,,-,0.75,1.58,9999
M23_KNP,M61_KNP,U,-57.77,,-,2.93,8.07,9999
M23_KNP,M62_KNP,U,-50.4,,-,0.27,2.72,9999
M23_KNP,M63_KNP,U,-75.11,,-,2.58,8.59,9999
M23_KNP,M65_KNP,U,-56.91,,-,1.08,5.46,9999
M23_KNP,M66_KNP,U,-52.32,,-,4.66,9.46,9999
M23_KNP,M67_KNP,U,-54.45,,-,4.14,8.4,9999
M23_KNP,M68_KNP,U,-54.12,,-,4.14,9.62,9999
M23_KNP,M69_KNP,U,-44.13,,-,3.82,9.33,9999
M23_KNP,M70_KNP,U,-55.01,,-,1.67,5.36,9999
M23_KNP,M73_KNP,U,-53.55,,-,5.5,11.54,9999
M23_KNP,M1_KNP,U,-48.57,,-,0.52,3.45,9999
M23_KNP,M2_KNP,U,-48.69,,-,1.9,4.2,9999
M23_KNP,M3_KNP,U,-55.69,,-,0.01,0.63,9999
M23_KNP,M4_KNP,U,-52.32,,-,4.82,11.49,9999
M23_KNP,M5_KNP,U,-51.1,,-,0.33,3.95,9999
M23_KNP,M6_KNP,U,-55.96,,-,2.98,7.67,9999
M23_KNP,M7_KNP,U,-50.21,,-,4.83,11.15,9999
M23_KNP,M8_KNP,U,-64.37,,-,4.8,10.1,9999
M23_KNP,M9_KNP,U,-56.19,,-,1.4,5.6,9999
M23_KNP,M10_KNP,U,-53.52,,-,2.88,6.78,9999
M23_KNP,M11_KNP,HS,-47.24,,1.42,-,1.8,9999
M23_KNP,M12_KNP,U,-50.82,,-,1.6,4.85,9999
M23_KNP,M13_KNP,U,-48.74,,-,1.86,6.49,9999
M23_KNP,M14_KNP,HS,-59.09,,0.14,-,3.85,9999
M23_KNP,M15_KNP,U,-55.67,,-,0.57,2.96,9999
M23_KNP,M16_KNP,U,-50.27,,-,3.15,7.84,9999
M23_KNP,M17_KNP,U,-50.31,,-,4.08,8.27,9999
M23_KNP,M18_KNP,U,-47.13,,-,0.26,3.88,9999
M23_KNP,M19_KNP,U,-55.87,,-,0.89,3.43,9999
M23_KNP,M20_KNP,U,-59.81,,-,0.29,3.71,9999
M23_KNP,M21_KNP,U,-45.12,,-,0.21,2.88,9999
M23_KNP,M22_KNP,FS,-54.98,,3.7,0.53,-,9999
M24_KNP,F13_KNP,U,-53.14,,-,2.21,6.3,9999
M24_KNP,F14_KNP,U,-51.62,,-,1.74,5.4,9999
M24_KNP,F15_KNP,U,-55.89,,-,2.81,6.98,9999
M24_KNP,F16_KNP,U,-47.12,,-,2.88,7,9999
M24_KNP,F17_KNP,U,-59.09,,-,3.9,9.63,9999
M24_KNP,F18_KNP,U,-57.66,,-,0.41,4.04,9999
M24_KNP,F19_KNP,HS,-52.55,,0.84,-,2.34,9999
M24_KNP,F20_KNP,HS,-52.9,,1.21,-,1.63,9999
M24_KNP,F21_KNP,U,-53.55,,-,2.83,7.09,9999
M24_KNP,F22_KNP,U,-55.81,,-,1.82,5.42,9999
M24_KNP,F23_KNP,U,-51.65,,-,2.52,7.11,9999
M24_KNP,F24_KNP,U,-61.13,,-,3.04,7.32,9999
M24_KNP,F25_KNP,U,-48.98,,-,2.62,7.25,9999
M24_KNP,F26_KNP,U,-60.78,,-,2.31,6.36,9999
M24_KNP,F27_KNP,U,-52.78,,-,1.75,5.73,9999
M24_KNP,F28_KNP,U,-49.97,,-,2.06,6.14,9999
M24_KNP,F29_KNP,HS,-49.2,,0.6,-,0.91,9999
M24_KNP,F30_KNP,U,-59,,-,2.96,6.62,9999
