"x","y"
15.3081865219248,44.6827059958595
14.2873073098444,40.6201871905586
17.3499449460848,41.6358168918838
17.3499449460848,43.6670762945343
18.3708241581644,42.651446593209
16.3290657340044,42.651446593209
16.3290657340036,41.6358168918838
17.3499449460848,42.651446593209
11.224669673604,23.3544822680297
9.18291124944435,21.3232228653792
11.224669673604,24.3701119693549
10.2037904615244,22.3388525667045
14.2873073098444,20.307593164054
10.203790461524,24.3701119693549
14.2873073098444,31.4795198786315
8.16203203736435,18.2763337614035
19.3917033702448,54.8390030091118
19.391703370244,53.8233733077865
20.4125825823244,28.4326307746558
20.4125825823252,29.4482604759811
36.7466499756041,29.4482604759811
35.7257707635237,28.4326307746558
33.6840123393636,27.4170010733306
6.12027361320474,14.2138149561026
6.12027361320474,15.2294446574278
24.496099430644,31.4795198786315
25.516978642724,31.4795198786315
18.3708241581644,30.4638901773063
12.2455488856844,30.4638901773063
21.433461794404,5.07314764417558
21.433461794404,6.08877734550081
17.3499449460848,47.7295950998352
19.391703370244,48.7452248011604
19.391703370244,52.8077436064613
21.433461794404,8.12003674815127
30.621374703124,42.651446593209
29.6004954910436,43.6670762945343
28.579616278964,44.6827059958595
33.6840123393636,33.510779281282
31.6422539152036,35.5420386839324
31.6422539152044,36.5576683852577
30.621374703124,36.5576683852577
35.7257707635245,32.4951495799568
20.4125825823252,12.1825555534522
14.2873073098452,25.3857416706801
10.2037904615244,5.07314764417557
11.224669673604,5.07314764417557
9.18291124944435,8.12003674815127
23.4752202185632,43.6670762945343
17.3499449460848,24.3701119693549
24.4960994306448,49.7608545024856
18.3708241581644,24.3701119693549
21.4334617944032,51.7921139051361
