Ind1,Ind2,R,slim_days1,x1,y1,slim_days2,x2,y2
F3_KNP,F46_KNP,PO,195,36.43504415327223,32.585614327215616,287,21.851724584660932,52.25769674337107
F3_KNP,M73_KNP,PO,194,31.85632274290125,35.508715583721546,57,9.188869660218847,21.977555913439826
F3_KNP,M73_KNP,PO,195,36.43504415327223,32.585614327215616,57,9.188869660218847,21.977555913439826
F3_KNP,M13_KNP,PO,194,31.85632274290125,35.508715583721546,174,29.361198207034523,44.33918772234155
F3_KNP,M13_KNP,PO,195,36.43504415327223,32.585614327215616,174,29.361198207034523,44.33918772234155
F4_KNP,F27_KNP,PO,194,31.81739434539826,35.4883262014975,194,31.848908551536656,35.4883262014975
F4_KNP,F27_KNP,PO,195,36.43319004931107,32.676439959331866,194,31.848908551536656,35.4883262014975
F5_KNP,F16_KNP,PO,239,10.069396644536031,22.044284588398966,132,37.208050903686534,29.532762183574317
F5_KNP,F23_KNP,PO,239,10.069396644536031,22.044284588398966,152,18.572470899093783,30.71534846565453
F5_KNP,F25_KNP,PO,239,10.069396644536031,22.044284588398966,152,18.644766494456302,30.707934205508515
F5_KNP,F28_KNP,PO,239,10.069396644536031,22.044284588398966,194,31.77475885221298,35.566176711535704
F5_KNP,F43_KNP,PO,239,10.069396644536031,22.044284588398966,239,10.225110234547582,22.18515686575334
F5_KNP,F45_KNP,PO,239,10.069396644536031,22.044284588398966,240,9.713479867366884,21.853365443376443
F5_KNP,F47_KNP,PO,239,10.069396644536031,22.044284588398966,255,9.266729791944092,7.734619372875069
F5_KNP,M56_KNP,PO,239,10.069396644536031,22.044284588398966,240,9.7208951709711,21.85892619409346
F5_KNP,M62_KNP,PO,239,10.069396644536031,22.044284588398966,57,9.188869660218847,21.977555913439826
F5_KNP,M18_KNP,PO,239,10.069396644536031,22.044284588398966,119,17.8154058835765,54.9185159614628
F5_KNP,M18_KNP,PO,239,10.069396644536031,22.044284588398966,162,18.418611413042996,53.190049354400614
F5_KNP,M21_KNP,PO,239,10.069396644536031,22.044284588398966,121,18.246214224101873,53.98338308628977
F6_KNP,F41_KNP,PO,255,9.266729791944092,7.736472993519082,174,29.292609707354295,44.27801946445438
F6_KNP,F46_KNP,PO,255,9.266729791944092,7.736472993519082,287,21.851724584660932,52.25769674337107
F6_KNP,M68_KNP,PO,255,9.266729791944092,7.736472993519082,174,29.33709930450034,44.26133721230333
F7_KNP,F48_KNP,PO,255,9.259315600579896,7.725351492085047,255,9.261168592301035,7.727205001514042
F7_KNP,M70_KNP,PO,255,9.259315600579896,7.725351492085047,156,12.508909183969806,30.852513724150903
F7_KNP,M15_KNP,PO,255,9.259315600579896,7.725351492085047,254,10.097202642752507,5.078434150785854
F8_KNP,F16_KNP,PO,162,18.633644095169398,55.355034892748485,132,37.208050903686534,29.532762183574317
F8_KNP,F16_KNP,PO,274,23.445194026525353,43.974031795662555,132,37.208050903686534,29.532762183574317
F8_KNP,F40_KNP,PO,162,18.633644095169398,55.355034892748485,174,29.34451460810495,44.289140965888414
F8_KNP,F40_KNP,PO,274,23.445194026525353,43.974031795662555,174,29.34451460810495,44.289140965888414
F8_KNP,F42_KNP,PO,162,18.633644095169398,55.355034892748485,239,10.24364793743831,22.19627836718737
F8_KNP,F42_KNP,PO,274,23.445194026525353,43.974031795662555,239,10.24364793743831,22.19627836718737
F8_KNP,F45_KNP,PO,162,18.633644095169398,55.355034892748485,240,9.713479867366884,21.853365443376443
F8_KNP,F45_KNP,PO,274,23.445194026525353,43.974031795662555,240,9.713479867366884,21.853365443376443
F8_KNP,M55_KNP,PO,162,18.633644095169398,55.355034892748485,239,10.14354634385971,22.10359922564212
F8_KNP,M55_KNP,PO,274,23.445194026525353,43.974031795662555,239,10.14354634385971,22.10359922564212
F8_KNP,M56_KNP,PO,162,18.633644095169398,55.355034892748485,240,9.7208951709711,21.85892619409346
F8_KNP,M56_KNP,PO,274,23.445194026525353,43.974031795662555,240,9.7208951709711,21.85892619409346
F8_KNP,M1_KNP,PO,162,18.633644095169398,55.355034892748485,136,5.815078917435428,14.70965439265603
F8_KNP,M1_KNP,PO,274,23.445194026525353,43.974031795662555,136,5.815078917435428,14.70965439265603
F8_KNP,M22_KNP,PO,162,18.633644095169398,55.355034892748485,121,18.203577618676967,53.97782233557275
F8_KNP,M22_KNP,PO,274,23.445194026525353,43.974031795662555,121,18.203577618676967,53.97782233557275
F8_KNP,M23_KNP,PO,162,18.633644095169398,55.355034892748485,274,23.3495413926612,43.751601766981956
F8_KNP,M23_KNP,PO,274,23.445194026525353,43.974031795662555,274,23.3495413926612,43.751601766981956
F9_KNP,F38_KNP,PO,174,29.359344103073365,44.328066220907516,174,29.363052310995677,44.350309223775575
F9_KNP,F43_KNP,PO,174,29.359344103073365,44.328066220907516,239,10.225110234547582,22.18515686575334
F9_KNP,F45_KNP,PO,174,29.359344103073365,44.328066220907516,240,9.713479867366884,21.853365443376443
F9_KNP,F46_KNP,PO,174,29.359344103073365,44.328066220907516,287,21.851724584660932,52.25769674337107
F9_KNP,M68_KNP,PO,174,29.359344103073365,44.328066220907516,174,29.33709930450034,44.26133721230333
F9_KNP,M21_KNP,PO,174,29.359344103073365,44.328066220907516,121,18.246214224101873,53.98338308628977
F9_KNP,M60_KNP,PO,174,29.359344103073365,44.328066220907516,263,17.096898889666534,48.00742968614253
F10_KNP,M69_KNP,PO,174,29.348221703786855,44.32250547019051,64,16.553755428587063,42.316928081992046
F10_KNP,M16_KNP,PO,174,29.348221703786855,44.32250547019051,119,8.189711165111296,18.238877477316617
F10_KNP,M16_KNP,PO,174,29.348221703786855,44.32250547019051,136,5.668633622749625,14.82272291642533
F10_KNP,M60_KNP,PO,174,29.348221703786855,44.32250547019051,263,17.096898889666534,48.00742968614253
F11_KNP,F15_KNP,PO,287,21.859139888265148,52.23545374050301,132,37.19507440043886,29.564273067232392
F11_KNP,F46_KNP,PO,287,21.859139888265148,52.23545374050301,287,21.851724584660932,52.25769674337107
F11_KNP,M53_KNP,PO,287,21.859139888265148,52.23545374050301,173,30.784865315711507,43.04538642592104
F11_KNP,M28_KNP,PO,287,21.859139888265148,52.23545374050301,285,25.036438988532556,49.50512513844859
F11_KNP,M52_KNP,PO,287,21.859139888265148,52.23545374050301,145,25.501725654606055,31.158355013586736
F12_KNP,F13_KNP,PO,126,20.29273569282467,28.93405472678069,126,20.302003988150027,28.911811723912635
F12_KNP,M39_KNP,PO,126,20.29273569282467,28.93405472678069,126,20.346493585296464,28.730160459680132
F12_KNP,M10_KNP,PO,126,20.29273569282467,28.93405472678069,286,18.25177542374493,24.82836707697953
F12_KNP,M10_KNP,PO,126,20.29273569282467,28.93405472678069,287,17.439468787691553,24.678412203049028
F12_KNP,M27_KNP,PO,126,20.29273569282467,28.93405472678069,285,17.423341308726094,24.704176940561183
F12_KNP,F1_KNP,PO,126,20.29273569282467,28.93405472678069,126,20.350200680978364,28.73201408032414
F12_KNP,F7_KNP,PO,126,20.29273569282467,28.93405472678069,255,9.259315600579896,7.725351492085047
F39_KNP,F38_KNP,PO,174,29.35192991170917,44.326212711478526,174,29.363052310995677,44.350309223775575
F39_KNP,F40_KNP,PO,174,29.35192991170917,44.326212711478526,174,29.34451460810495,44.289140965888414
F39_KNP,F41_KNP,PO,174,29.35192991170917,44.326212711478526,174,29.292609707354295,44.27801946445438
F39_KNP,F45_KNP,PO,174,29.35192991170917,44.326212711478526,240,9.713479867366884,21.853365443376443
F39_KNP,F49_KNP,PO,174,29.35192991170917,44.326212711478526,255,9.242632001649932,7.664183234197881
F39_KNP,M39_KNP,PO,174,29.35192991170917,44.326212711478526,126,20.346493585296464,28.730160459680132
F39_KNP,M11_KNP,PO,174,29.35192991170917,44.326212711478526,119,7.996923281557915,17.933036187880788
F39_KNP,M11_KNP,PO,174,29.35192991170917,44.326212711478526,156,12.449590091854956,30.89329248859901
F39_KNP,M18_KNP,PO,174,29.35192991170917,44.326212711478526,119,17.8154058835765,54.9185159614628
F39_KNP,M18_KNP,PO,174,29.35192991170917,44.326212711478526,162,18.418611413042996,53.190049354400614
F39_KNP,M27_KNP,PO,174,29.35192991170917,44.326212711478526,285,17.423341308726094,24.704176940561183
F39_KNP,F8_KNP,PO,174,29.35192991170917,44.326212711478526,162,18.633644095169398,55.355034892748485
F39_KNP,F8_KNP,PO,174,29.35192991170917,44.326212711478526,274,23.445194026525353,43.974031795662555
